unit_id,condition,repetition,iteration,passed
kilo/kilo.cpp,A: compiler stderr,0,0,False
kilo/kilo.cpp,A: compiler stderr,0,1,False
kilo/kilo.cpp,A: compiler stderr,0,2,False
kilo/kilo.cpp,A: compiler stderr,0,3,False
kilo/kilo.cpp,A: compiler stderr,0,4,False
kilo/kilo.cpp,A: compiler stderr,0,5,False
kilo/kilo.cpp,A: compiler stderr,0,6,False
kilo/kilo.cpp,A: compiler stderr,0,7,False
kilo/kilo.cpp,A: compiler stderr,0,8,False
kilo/kilo.cpp,A: compiler stderr,1,0,False
kilo/kilo.cpp,A: compiler stderr,1,1,False
kilo/kilo.cpp,A: compiler stderr,1,2,False
kilo/kilo.cpp,A: compiler stderr,1,3,False
kilo/kilo.cpp,A: compiler stderr,1,4,False
kilo/kilo.cpp,A: compiler stderr,1,5,False
kilo/kilo.cpp,A: compiler stderr,1,6,False
kilo/kilo.cpp,A: compiler stderr,1,7,False
kilo/kilo.cpp,A: compiler stderr,1,8,False
kilo/kilo.cpp,B: LSP diagnostics,0,0,False
kilo/kilo.cpp,B: LSP diagnostics,0,1,False
kilo/kilo.cpp,B: LSP diagnostics,0,2,False
kilo/kilo.cpp,B: LSP diagnostics,0,3,False
kilo/kilo.cpp,B: LSP diagnostics,0,4,False
kilo/kilo.cpp,B: LSP diagnostics,0,5,False
kilo/kilo.cpp,B: LSP diagnostics,0,6,False
kilo/kilo.cpp,B: LSP diagnostics,0,7,False
kilo/kilo.cpp,B: LSP diagnostics,0,8,False
kilo/kilo.cpp,B: LSP diagnostics,1,0,False
kilo/kilo.cpp,B: LSP diagnostics,1,1,False
kilo/kilo.cpp,B: LSP diagnostics,1,2,False
kilo/kilo.cpp,B: LSP diagnostics,1,3,False
kilo/kilo.cpp,B: LSP diagnostics,1,4,False
kilo/kilo.cpp,B: LSP diagnostics,1,5,False
kilo/kilo.cpp,B: LSP diagnostics,1,6,False
kilo/kilo.cpp,B: LSP diagnostics,1,7,False
kilo/kilo.cpp,B: LSP diagnostics,1,8,False
