unit_id,project,relative_path,loc,condition,repetition,success,iterations_used,wall_time_seconds,timestamp,n_feedback_rounds
polypartition/src/polypartition.cpp,polypartition,src/polypartition.cpp,1846,A: compiler stderr,0,True,0,17.92512884899952,2026-05-15 15:27:32.185686+00:00,0
polypartition/src/polypartition.cpp,polypartition,src/polypartition.cpp,1846,A: compiler stderr,1,True,1,26.224401752999256,2026-05-15 15:27:58.410829+00:00,1
polypartition/src/polypartition.cpp,polypartition,src/polypartition.cpp,1846,B: LSP diagnostics,0,True,1,43.37364794599853,2026-05-15 15:28:41.784840+00:00,1
polypartition/src/polypartition.cpp,polypartition,src/polypartition.cpp,1846,B: LSP diagnostics,1,True,2,69.08980485699976,2026-05-15 15:29:50.875097+00:00,2
polypartition/src/polypartition.h,polypartition,src/polypartition.h,424,A: compiler stderr,0,True,1,40.673540982001214,2026-05-15 15:30:31.549073+00:00,1
polypartition/src/polypartition.h,polypartition,src/polypartition.h,424,A: compiler stderr,1,True,1,15.027511938000316,2026-05-15 15:30:46.577119+00:00,1
polypartition/src/polypartition.h,polypartition,src/polypartition.h,424,B: LSP diagnostics,0,True,1,33.90128518799975,2026-05-15 15:31:20.478675+00:00,1
polypartition/src/polypartition.h,polypartition,src/polypartition.h,424,B: LSP diagnostics,1,True,0,12.677449249998972,2026-05-15 15:31:33.156596+00:00,0
polypartition/test/image.cpp,polypartition,test/image.cpp,390,A: compiler stderr,0,True,1,51.88111800400111,2026-05-15 15:32:25.038318+00:00,1
polypartition/test/image.cpp,polypartition,test/image.cpp,390,A: compiler stderr,1,True,1,53.812167764999685,2026-05-15 15:33:18.850857+00:00,1
polypartition/test/image.cpp,polypartition,test/image.cpp,390,B: LSP diagnostics,0,False,8,323.6472999819998,2026-05-15 15:38:42.498563+00:00,8
polypartition/test/image.cpp,polypartition,test/image.cpp,390,B: LSP diagnostics,1,True,3,123.38844914499896,2026-05-15 15:40:45.887324+00:00,3
polypartition/test/image.h,polypartition,test/image.h,220,A: compiler stderr,0,True,1,18.251429564001228,2026-05-15 15:41:04.139255+00:00,1
polypartition/test/image.h,polypartition,test/image.h,220,A: compiler stderr,1,True,1,17.108401211000455,2026-05-15 15:41:21.248043+00:00,1
polypartition/test/image.h,polypartition,test/image.h,220,B: LSP diagnostics,0,True,1,52.83489563200055,2026-05-15 15:42:14.083197+00:00,1
polypartition/test/image.h,polypartition,test/image.h,220,B: LSP diagnostics,1,True,2,39.333247576998474,2026-05-15 15:42:53.416985+00:00,2
polypartition/test/imageio.cpp,polypartition,test/imageio.cpp,512,A: compiler stderr,0,True,1,49.16166069600149,2026-05-15 15:43:42.579033+00:00,1
polypartition/test/imageio.cpp,polypartition,test/imageio.cpp,512,A: compiler stderr,1,True,1,52.17479095700037,2026-05-15 15:44:34.754151+00:00,1
polypartition/test/imageio.cpp,polypartition,test/imageio.cpp,512,B: LSP diagnostics,0,True,1,64.41150581799957,2026-05-15 15:45:39.165981+00:00,1
polypartition/test/imageio.cpp,polypartition,test/imageio.cpp,512,B: LSP diagnostics,1,True,1,93.10175253600028,2026-05-15 15:47:12.268023+00:00,1
polypartition/test/imageio.h,polypartition,test/imageio.h,86,A: compiler stderr,0,True,1,23.041545526000846,2026-05-15 15:47:35.310007+00:00,1
polypartition/test/imageio.h,polypartition,test/imageio.h,86,A: compiler stderr,1,True,1,20.95463344699965,2026-05-15 15:47:56.265168+00:00,1
polypartition/test/imageio.h,polypartition,test/imageio.h,86,B: LSP diagnostics,0,True,1,25.564421611998114,2026-05-15 15:48:21.830152+00:00,1
polypartition/test/imageio.h,polypartition,test/imageio.h,86,B: LSP diagnostics,1,True,1,25.590844447000563,2026-05-15 15:48:47.421623+00:00,1
polypartition/test/test.cpp,polypartition,test/test.cpp,415,A: compiler stderr,0,True,1,61.47790458500094,2026-05-15 15:49:48.900044+00:00,1
polypartition/test/test.cpp,polypartition,test/test.cpp,415,A: compiler stderr,1,True,7,277.88276342099925,2026-05-15 15:54:26.783315+00:00,7
polypartition/test/test.cpp,polypartition,test/test.cpp,415,B: LSP diagnostics,0,True,1,73.93478711900025,2026-05-15 15:55:40.718490+00:00,1
polypartition/test/test.cpp,polypartition,test/test.cpp,415,B: LSP diagnostics,1,False,8,285.9960328849993,2026-05-15 16:00:26.714846+00:00,8
